ID,Name,Description,Owner.ID,Owner.Rest,Tracks.Href,Tracks.Total,Rest
06Swugw4DoTsO1NGCJ7QHL,Human rock,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/06Swugw4DoTsO1NGCJ7QHL/tracks,10,null
3A2qx9oxYOayKxWyXzQh0J,Post punk,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3A2qx9oxYOayKxWyXzQh0J/tracks,1,null
5WLHWySBxqZ8JH0srwFKuF,Powerballads that are not crap,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/5WLHWySBxqZ8JH0srwFKuF/tracks,6,null
7i2QbAi9AVf8Z9GYkBkaTR,Desert,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/7i2QbAi9AVf8Z9GYkBkaTR/tracks,25,null
3AsH22z3xtPitWwuvslEK0,Uptempo groove,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3AsH22z3xtPitWwuvslEK0/tracks,12,null
1umTWH6H5tuXc06it5rCve,Psychobilly & rockabilly,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/1umTWH6H5tuXc06it5rCve/tracks,3,null
5jxogfArlfvhhAJVTOXNz9,Great guitar solos,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/5jxogfArlfvhhAJVTOXNz9/tracks,25,null
3jg6ijLthy1igbeYqUS2e6,Best of: Rush,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3jg6ijLthy1igbeYqUS2e6/tracks,3,null
1a74VwvQs4mFcXIbrJeD0P,Best of: White Lies,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/1a74VwvQs4mFcXIbrJeD0P/tracks,13,null
1dKNg5QmaBuqegFYE5J6Eq,Best of: Queens of the Stone Age,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/1dKNg5QmaBuqegFYE5J6Eq/tracks,8,null
07GxtjuaBJJiVirJ59cT8p,AIC10/10,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/07GxtjuaBJJiVirJ59cT8p/tracks,26,null
1CDtjhGV8LjKL5DNtZAMVp,Nightly travels (archive),,jakobjankamminga,null,https://api.spotify.com/v1/playlists/1CDtjhGV8LjKL5DNtZAMVp/tracks,25,null
71mcHarX6r4VJYcQVNmt64,A,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/71mcHarX6r4VJYcQVNmt64/tracks,2,null
5MP4qzQRXNodZGFpzX9xup,Workin' on it,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/5MP4qzQRXNodZGFpzX9xup/tracks,28,null
02LTLLgJ0KLbYKzX5jfHpJ,16 Horsepower,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/02LTLLgJ0KLbYKzX5jfHpJ/tracks,3,null
69KPZhc213WOMCK7X7uAVq,A Life Once Lost,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/69KPZhc213WOMCK7X7uAVq/tracks,2,null
71Z4crNtJCUBCkWy2Fr3XY,Burial,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/71Z4crNtJCUBCkWy2Fr3XY/tracks,2,null
3xpZWFYnsnyzCDsKnVugQw,Bonobo,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3xpZWFYnsnyzCDsKnVugQw/tracks,45,null
45FobqSIKxqK37zsd5MYbO,Four Tet,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/45FobqSIKxqK37zsd5MYbO/tracks,5,null
1R4ascUGsNjG0KT1kbX5J3,Henry Saiz,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/1R4ascUGsNjG0KT1kbX5J3/tracks,57,null
3c6x5w5cdwqvowybYdZk3c,Major Lazer,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3c6x5w5cdwqvowybYdZk3c/tracks,18,null
5Ee3gKo7qXxx9lLNNDzNRv,Nero,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/5Ee3gKo7qXxx9lLNNDzNRv/tracks,29,null
4Ilbo6uktb4INbxVRG3ANc,The Prodigy,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/4Ilbo6uktb4INbxVRG3ANc/tracks,68,null
3qNAQAMNPirUwq0hfm5eWG,Tycho,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3qNAQAMNPirUwq0hfm5eWG/tracks,34,null
6xKlK3fK09Ath0RTx7tr6u,Courante,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/6xKlK3fK09Ath0RTx7tr6u/tracks,2,null
6miUG0w19vOH6HFrc5CIgu,Dang!,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/6miUG0w19vOH6HFrc5CIgu/tracks,16,null
2WMrXlVv4sQJv9H5CsCcJd,Liquid Love,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/2WMrXlVv4sQJv9H5CsCcJd/tracks,7,null
2GZdK3kSKtqHzJsGHjyTiB,Water,&quot;Drink more water... or you might die.&quot;,jakobjankamminga,null,https://api.spotify.com/v1/playlists/2GZdK3kSKtqHzJsGHjyTiB/tracks,18,null
1agRJ49P9wUTxZnp6pWSJM,Europe After The Rain,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/1agRJ49P9wUTxZnp6pWSJM/tracks,18,null
3kDMLpGBk1SMXakwBfaT1U,Closer,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3kDMLpGBk1SMXakwBfaT1U/tracks,12,null
29ATy577w5wbBLF2pqv02C,Here comes the night time,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/29ATy577w5wbBLF2pqv02C/tracks,12,null
4EQymUkzFBYIUn17E3MTLF,The Mundane and the Magic,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/4EQymUkzFBYIUn17E3MTLF/tracks,11,null
61hvbTK194Xnp9n6QDnXSb,Quiet Time,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/61hvbTK194Xnp9n6QDnXSb/tracks,10,null
0B0aeQOTFKWgi6zkIleWJj,Italian Summer,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/0B0aeQOTFKWgi6zkIleWJj/tracks,87,null
3Y0AZ12Lr7oezB0y96jtuC,New York,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3Y0AZ12Lr7oezB0y96jtuC/tracks,2,null
4HyuZHZNUFl2qpoZl25cFG,Detroit,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/4HyuZHZNUFl2qpoZl25cFG/tracks,11,null
2gNkwRVxzTqN8Z5kmys9Gc,London,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/2gNkwRVxzTqN8Z5kmys9Gc/tracks,10,null
0xYvYDFiYLCE1LpmwaIeqv,Amsterdam,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/0xYvYDFiYLCE1LpmwaIeqv/tracks,19,null
3jlhMi9cAkvu4EMjB4kVVy,Berlin,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3jlhMi9cAkvu4EMjB4kVVy/tracks,30,null
6wsKVaCC1f1KoOvtonQjdX,I can tolerate these christmas songs,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/6wsKVaCC1f1KoOvtonQjdX/tracks,15,null
57cZ5tTdIFHpVFEtAMFnHc,4/20,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/57cZ5tTdIFHpVFEtAMFnHc/tracks,19,null
3bO8gQOhNEwArhtnDyGI8Y,Night Bay,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/3bO8gQOhNEwArhtnDyGI8Y/tracks,16,null
1ZYbUasQfs8droLigetskZ,Drum practice,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/1ZYbUasQfs8droLigetskZ/tracks,15,null
50mQlUXN52f24pTXNlAs8T,Refraction,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/50mQlUXN52f24pTXNlAs8T/tracks,47,null
0V4VJ5s2TRdd6sGycfOI7L,Enthria,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/0V4VJ5s2TRdd6sGycfOI7L/tracks,4,null
38B2vsBM3xCOzYuouNDp2v,Soul/funk album,,jakobjankamminga,null,https://api.spotify.com/v1/playlists/38B2vsBM3xCOzYuouNDp2v/tracks,11,null
